Node Number,X Location (mm),Y Location (mm),Z Location (mm),Total Deformation (mm)
82239,106.45,-469.39,-645.41,0.00060166
82240,111.94,-429.45,698.04,0.00014819
82241,91.351,-731.01,-82.217,0.0057721
82242,464.08,1033.6,-1355.1,0.028773
82243,460.32,-330.51,1664.8,0.010944
82244,416.11,1293.9,962.44,0.014097
82245,460.57,-436,1640.8,0.014635
82246,104.69,525.44,591.3,0.006021
82247,235.1,769.37,-927.72,0.012402
82248,408.21,1452.7,-663.33,0.0032366
82249,66.578,394.76,477.74,0.0047549
82250,388.98,63.117,-1557,0.008524
82251,200.55,-135.72,1102.3,0.0021109
82252,318.93,791.58,1165.1,0.018955
82253,459.58,500.5,1620.3,0.026101
82254,42.195,-355.49,-321.1,0.0029216
82255,457.98,-1398.5,-953.97,0.0038158
82256,180.26,1043.8,123.71,0.00076623
82257,102.01,-201.8,-753.65,0.0016726
82258,297.6,-264.13,-1333.8,0.0029241
82259,229.77,-1147.7,-318.75,0.010666
82260,129.69,-706.79,533.54,0.0025232
82261,415.97,-603.43,1495.1,0.016556
82262,459.95,-536.47,-1609.5,0.017657
82263,172.09,1010.9,-176.27,0.00055302
82264,113.69,825.61,-34.02,0.00014012
82265,81.474,609.29,327.54,0.0033815
82266,214.21,964.58,-624.27,0.0058659
82267,103.71,-267.64,-740.19,0.001084
82268,386.29,524.12,-1461.7,0.02216
82269,128.55,762.38,442.43,0.0039503
82270,283.85,1271.7,-380,0.003283
82271,336.38,1440.7,138.45,0.010792
82272,172.21,-314.49,977.21,0.0005519
82273,216.67,705.73,-915.26,0.011643
82274,190.92,-539.63,-938.74,0.00098505
82275,230.58,1169.3,238.05,0.0022414
82276,417.06,1375.6,-845.02,0.0081547
82277,299.07,-944.83,982.6,0.0051965
82278,168.75,997.05,194.39,0.00050774
82279,461.45,77.388,-1697.6,0.010374
82280,290.5,-264.05,1316.9,0.0027159
82281,39.796,-381.7,261.87,0.0032221
82282,86.244,-435.5,-564.89,0.0013365
82283,387.75,-1403.9,670.61,0.010735
82284,103.54,-56.037,-784.38,0.0031211
82285,251.69,-928.45,-834.13,0.0016061
82286,276.9,-1308.9,66.217,0.016077
82287,361.26,-1444,409.18,0.017747
82288,211.74,-1028.3,-497.07,0.0063183
82289,259.61,27.799,1267.8,0.0057262
82290,208.33,988.52,-552.87,0.0042975
82291,290.36,666.9,-1165.4,0.017146
82292,260.5,816.02,973.51,0.013868
82293,209.42,-555.62,-990.49,0.0018852
82294,374.87,1190.9,959.52,0.014524
82295,378.77,-810,-1306.7,0.015223
82296,309.3,-651.88,-1224,0.0090489
82297,383.8,1547.7,-15.516,0.01577
82298,220.16,894.71,746.58,0.0087621
82299,30.507,-238.31,313.98,0.00299
82300,399.33,167.82,-1570.3,0.012847
82301,295.57,-1292.3,407.37,0.013218
82302,250.48,1236.4,-146.18,0.0040238
82303,319.07,870.41,1107.9,0.018207
82304,232.66,-924.23,-763.47,0.001178
82305,465.42,1454.7,-892.78,0.0089437
82306,109.96,-21.368,811.58,0.0035307
82307,109.12,775.13,230.13,0.0017398
82308,174.35,462.9,923.63,0.0096566
82309,328.54,-27.972,1429.8,0.0047058
82310,243.24,-354.83,1174,0.0024815
82311,264.87,-491.31,-1183.2,0.0048459
82312,299.33,-721.07,1157.5,0.0082114
82313,195.47,185.62,1080.2,0.0078752
82314,425.85,-1332.6,-941.48,0.003536
82315,406.74,-79.474,1592.1,0.003552
82316,259.06,1224,-326.27,0.0027595
82317,211.74,1125.1,196.3,0.0016711
82318,412.07,1166.8,1101.5,0.020329
82319,39.979,201.01,418.36,0.0039775
82320,263.49,1276.1,-64.672,0.0053357
82321,39.215,112.46,444.9,0.0037902
82322,43.721,389.17,296.14,0.0036759
82323,143.8,63.884,-932.53,0.004971
82324,107.76,-802.4,36.093,0.006547
82325,364.74,971.26,1153.8,0.02076
82326,353.41,-1354.4,607.03,0.011045
82327,320.3,1231.5,690.06,0.0049543
82328,341.64,104.62,-1455.1,0.0092102
82329,270.99,-1258.4,310.8,0.013425
82330,453.06,678.79,1540.8,0.028259
82331,96.941,127.35,748.57,0.0049491
82332,217.09,-843.59,-791.65,0.00098585
82333,267.19,-1231.6,373.18,0.012081
82334,425.51,-1440,-765.73,0.0088174
82335,221.55,739.86,905.14,0.011683
82336,169.53,158.79,1005.8,0.0068026
82337,343.39,-1306.7,657.12,0.0085511
82338,416.11,-717.52,1444.1,0.018389
82339,268.61,-597.36,-1143.8,0.0057419
82340,142.19,-928.57,-35.457,0.008095
82341,284.76,-717.15,-1119.5,0.0069702
82342,293.45,1266.2,468.26,0.0021359
82343,120.71,-542.29,658.2,0.0006978
82344,344.86,-490.92,1381.2,0.0097237
82345,59.287,273.67,-512.78,0.0046463
82346,336.33,1446.8,34.602,0.011432
82347,109.92,-116.81,803.26,0.0024319
82348,138.93,913.68,89.521,0.00012407
82349,240.19,1034.7,-643.57,0.0057962
82350,142.11,360.72,-856.08,0.0078752
82351,103.23,775.58,122.27,0.00097322
82352,102.59,-629.4,-465.06,0.0027568
82353,237.94,-1180.6,276.97,0.011757
82354,248.86,-448.27,1157.1,0.003629
82355,181.41,-129.25,1046.6,0.0022388
82356,456.26,-1453.2,-862.03,0.0058767
82357,258.1,-360.1,1211.9,0.0031222
82358,345.8,-480.67,-1386.9,0.0095822
82359,243.22,-1122.4,494.16,0.0079873
82360,33.547,417.87,5.8248,0.0028659
82361,77.87,674.52,26.231,0.0014247
82362,147.43,-859.12,-398.26,0.005312
82363,257.74,-631.42,-1094.3,0.0049783
82364,180.49,-831.06,644.7,0.0020377
82365,155.71,584.59,-779.4,0.0085186
82366,64.774,-13.654,-610.28,0.0033664
82367,190.8,1033.3,322.57,0.00088039
82368,411.66,660.9,-1461.3,0.025376
82369,290.94,-1257.8,474.03,0.011272
82370,288.08,1096.1,766.23,0.0084939
82371,292.52,-407.57,1284.7,0.0053758
82372,271.14,1225.3,423.93,0.0019047
82373,76.228,429.97,-510.28,0.0050682
82374,381.2,1482.9,424.35,0.0088871
82375,96.688,-282.74,703.59,0.0010466
82376,188.34,-751.31,-769.17,0.00070253
82377,230.1,-538.33,-1063.5,0.0030532
82378,331.87,36.483,-1437,0.0067763
82379,385.23,-1550.6,6.8954,0.024016
82380,137.11,249.2,-877.04,0.0069757
82381,245.16,1154.3,-428.81,0.0011985
82382,174.16,-457.26,925.79,0.00051064
82383,267.18,-632.21,1120.9,0.0056816
82384,330.74,-1298.4,-610.83,0.0094981
82385,338.36,1430.6,-246.49,0.0095288
82386,155.05,858.37,-456.27,0.003617
82387,351.71,-553.75,-1373.1,0.011255
82388,54.245,-552.13,32.027,0.0044583
82389,368.92,1419.7,-534.42,0.004683
82390,359.15,1495.8,-42.3,0.013445
82391,243.55,-741.57,-977.86,0.0035477
82392,193.36,3.5734,-1089.9,0.004562
82393,429.36,216.62,-1624,0.015748
82394,326.28,-572.55,1305,0.0097528
82395,311.89,-510.53,1295.7,0.0080077
82396,303,-1211,645.52,0.0067435
82397,270.91,712.19,-1082.8,0.015614
82398,318.69,-43.487,-1407.4,0.0042011
82399,418.59,-1587.5,309.93,0.024108
82400,260.48,-1257.4,-180.44,0.014262
82401,218.05,-1096.5,377.1,0.0090904
82402,95.419,-105.44,745.53,0.0025702
82403,158.77,691.74,-700.08,0.0077646
82404,159.65,915.69,-368.33,0.0021206
82405,354.2,225,1468.7,0.013478
82406,191.3,246.98,1055.4,0.0086457
82407,414.88,1578.3,-318.43,0.014375
82408,195.5,-501.75,-974.53,0.0012508
82409,414.66,-536.72,-1517.6,0.014948
82410,135.46,-895.74,135.94,0.0074752
82411,311.31,-1258.2,593.98,0.0089348
82412,150.92,-871,400.2,0.0054316
82413,154.98,958.05,163.37,0.00039262
82414,156.96,-968.41,-139.02,0.0084681
82415,110.24,-740.4,-335.68,0.004693
82416,253.07,1192.4,380.53,0.00174
82417,117.23,770.9,333.05,0.0026611
82418,151.41,794.08,-539.79,0.0051728
82419,150.46,920.97,260.23,0.0010556
82420,165.94,154.39,-995.09,0.0066546
82421,415.93,1005,-1260.7,0.024906
82422,319.6,-1301.9,541.6,0.011095
82423,337.89,1127.8,912.41,0.01298
82424,188.48,-990.69,-418.95,0.0067952
82425,435.81,819.8,1432.9,0.027735
82426,189.26,-293.2,1037.3,0.00071267
82427,250.94,-883.37,879.03,0.0023457
82428,296.01,1350.3,-124.32,0.0075263
82429,209.23,-1107.5,-248.86,0.010364
82430,463.71,-1498.5,810.41,0.0089898
82431,268.13,39.543,-1288.6,0.0061216
82432,253.7,-1177.7,-428.52,0.010072
82433,82.753,371.74,-590.28,0.0055258
82434,309.02,-961.79,-998.14,0.0057582
82435,198.89,1093.2,167.06,0.0013001
82436,399.11,1211.8,1012,0.016585
82437,320.6,1404.2,-151.36,0.0093289
82438,137.17,516.06,751.88,0.0077954
82439,118.37,-800.97,-266.22,0.0057766
82440,60.738,330.45,487.7,0.0046746
82441,431.27,868.51,-1393.6,0.027331
82442,147.02,720.97,-611.8,0.0064298
82443,246.26,-819.76,922.68,0.0029612
82444,71.858,226.1,-605.33,0.0049379
82445,85.372,445.12,552.36,0.0054479
82446,412.64,-100.44,-1602.6,0.0032001
82447,175.52,-981.41,-334.07,0.0075761
82448,52.903,100,536.07,0.0039865
82449,220.9,972.1,646.18,0.0062729
82450,231.6,179.9,-1182.4,0.0086928
82451,133.7,-613.39,658.32,0.00090384
82452,433.18,1568.1,499.79,0.010518
82453,227.53,-893.69,778.39,0.0010347
82454,44.058,438.72,-220.94,0.0032533
82455,98.004,-670.12,-366.41,0.0038753
82456,246.74,-1234.8,-41.504,0.014036
82457,50.013,154.74,505.08,0.0041349
82458,267.53,-453.17,1205.4,0.0046676
82459,234.72,47.852,1203.3,0.0059094
82460,249.31,-133.13,-1234.9,0.0020381
82461,60.489,178.76,-559.92,0.0044657
82462,213.63,345.88,1094,0.010632
82463,176.77,-809.63,-653.66,0.0017732
82464,133.3,312.95,842.12,0.0073036
82465,344.36,-77.426,-1462.7,0.0033083
82466,221.28,1146.7,-223.88,0.0019145
82467,368.71,-1467.3,-383.01,0.018907
82468,464.92,-1679.8,296.74,0.027895
82469,367.62,304.35,1483.3,0.01637
82470,105.11,-464.76,642.16,0.00062388
82471,378.42,-1501.4,327.28,0.020759
82472,231.52,1147.3,337.16,0.0013687
82473,402.39,-1542.6,-365.58,0.021845
82474,216.96,-1121.1,284.17,0.010396
82475,155.65,-902.5,-366.47,0.0061365
82476,154.49,939.49,-242.59,0.00082506
82477,417.34,-191.37,-1603.6,0.004404
82478,85.667,68.843,707.36,0.004225
82479,181.83,556.25,897.43,0.010102
82480,161.49,982.24,-145.16,0.00039964
82481,43.859,260.1,415.18,0.0041189
82482,266.77,619.89,-1126.6,0.015454
82483,31.44,351.08,-195.02,0.0033472
82484,280.35,-1277.2,-328.93,0.013749
82485,41.384,-435.34,186.6,0.0036196
82486,193.79,1012.3,-407.29,0.0018529
82487,463.99,-1602.7,-579.03,0.020432
82488,279.7,-1294.3,245.21,0.014907
82489,56.55,335.64,-455.89,0.0044918
82490,133.9,-898.96,52.791,0.0076852
82491,61.437,-170.25,567.88,0.0023734
82492,354.58,-1207.3,867.48,0.0023188
82493,419.62,-1409.6,797.3,0.0069418
82494,267.58,-995.7,-816.78,0.0014445
82495,176.99,1038.6,-73.649,0.00060744
82496,163.38,868.86,492.87,0.0040857
82497,439.77,-1531.3,636.93,0.015999
82498,336.71,1446.4,-69.337,0.01133
82499,83.228,280.1,-641.24,0.0054534
82500,278.74,-459.01,-1232.3,0.0053522
82501,246.76,-1216.4,216.4,0.013012
82502,457.36,-1167,-1224.8,0.015759
82503,458.72,917.93,-1424.1,0.029244
82504,65.136,-288.78,-539.94,0.0019094
82505,458.93,1607.1,537.76,0.011164
82506,231.57,-1193.4,77.558,0.012952
82507,394.06,1141.3,1076.1,0.019175
82508,131.41,-727.19,-516.05,0.0028497
82509,145.74,916.63,-213.97,0.00076339
82510,221.35,-359.83,1111.7,0.0017743
82511,197.4,1080.3,215.7,0.0010701
82512,187.18,304.07,1027.8,0.0091723
82513,92.557,-380.39,-635.68,0.00080578
82514,407.71,-1576.9,-245.79,0.024219
82515,290.55,1327.2,-206.45,0.0063483
82516,238.27,-76.661,-1211.1,0.0031812
82517,193.89,-802.6,739.67,0.00086545
82518,333,460.5,-1364.3,0.018158
82519,347.81,517.72,-1378.1,0.019841
82520,76.305,65.264,-664.44,0.0040775
82521,233,-1076.1,-530.35,0.006573
82522,261.2,998.82,787.69,0.0095346
82523,159.55,733.69,659.71,0.007179
82524,211.91,1102.7,299.15,0.0010433
82525,406.86,-21.136,-1594.1,0.0054151
82526,86.534,-601.16,-386.27,0.0032793
82527,197.54,-314.47,-1056.2,0.00089271
82528,260.63,-1237.5,-288.41,0.013052
82529,318.23,-1391.7,207.02,0.01808
82530,407.71,1595.8,21.237,0.018032
82531,425.53,-1389.1,-854.66,0.0046658
82532,287.91,-1257.4,-454.31,0.011585
82533,415.23,336.97,-1575.2,0.019476
82534,427.51,-1271.5,-1027.6,0.0068403
82535,383.6,-112.88,-1543.2,0.0027782
82536,221.99,-371.88,-1109.6,0.0018836
82537,277.45,1280.7,-284.48,0.0044366
82538,133.86,-850.85,-294.44,0.0061282
82539,148.58,-900.78,304.24,0.0066818
82540,82.401,-695.94,-7.4612,0.0055262
82541,310.74,-10.136,1390,0.0051256
82542,44.388,-482.21,104.17,0.0039929
82543,154.74,-834.51,-496.66,0.003933
82544,120.35,-845.73,-98.786,0.0069547
82545,80.96,-501.83,472.68,0.0021983
82546,206.24,-936.07,627.16,0.0031354
82547,91.2,719.5,150,0.001531
82548,203.85,-54.574,-1118.7,0.003501
82549,73.792,-420.19,503.24,0.0018861
82550,195.18,-1024.2,387.8,0.0077147
82551,385.03,-1472.3,-485.38,0.017434
82552,119.3,-846.65,-39.24,0.0070414
82553,164.78,-705.13,-713.8,0.00073458
82554,197.29,660.27,881.4,0.010638
82555,117.33,-652.01,-529.85,0.0022301
82556,390.56,910.24,1268.8,0.023829
82557,165.43,218.44,981.4,0.0075135
82558,89.707,304.25,661.93,0.0057402
82559,240.37,-1193.2,-249.62,0.012244
82560,132.9,-523.91,-728.1,0.00016186
82561,143.09,865.85,345.63,0.0022219
82562,137.6,893.95,-187.63,0.00070936
82563,232.34,-327.26,-1152.4,0.0018355
82564,274.41,-1119.3,670.11,0.0046344
82565,401.49,-287.69,-1557.2,0.0070673
82566,280.49,-1089.6,-743.73,0.002688
82567,60.108,-413.63,414.68,0.002479
82568,391.99,622.66,1435.2,0.023735
82569,453.16,717.16,-1523.5,0.028567
82570,31.066,333.33,218.67,0.003422
82571,63.538,85.702,-597.87,0.0040545
82572,373.62,984.45,-1167,0.021341
82573,368.88,33.015,-1516.5,0.0070992
82574,163.47,999.07,-15.497,0.00015456
82575,406.67,1323.3,-888.4,0.010631
82576,45.777,92.73,-493.55,0.0038446
82577,390.29,1273.9,902.13,0.011681
82578,367.55,1236.7,-873.49,0.010909
82579,351.72,1229.1,-825.52,0.0092525
82580,201.73,1106.6,-128.52,0.0015071
82581,34.597,415.03,-95.165,0.0029881
82582,422.48,355.45,1585.7,0.020397
82583,113.82,-748.76,350.69,0.0046413
82584,65.652,566.09,240.28,0.0029178
82585,242.08,-431.92,-1144.7,0.0031632
82586,177.47,1042.2,30.328,0.00053458
82587,247.94,-522.58,-1122.9,0.0040562
82588,248.92,-1187.2,-361.58,0.011145
82589,182.54,-884.19,580.99,0.0033226
82590,386.1,787.53,-1337.9,0.02408
82591,466.44,-1536,748.54,0.012511
82592,376.8,-480.82,1456,0.011382
82593,65.629,456.14,-412.3,0.0043431
82594,441.4,993.89,-1331.5,0.027282
82595,458.2,897.15,1436.1,0.029279
82596,447.88,-505.2,-1595.8,0.016051
82597,162.81,-31.066,-996.63,0.0037072
82598,461.89,1583,-620.23,0.0080368
82599,58.012,58.398,-571.27,0.0038302
82600,432.98,-290.35,1619.6,0.0083438
82601,133.99,-198.59,878.66,0.0015124
82602,366.08,8.1033,1511,0.00616
82603,332.72,1326.2,-559.37,0.0022186
82604,407.37,-1372.3,-813.5,0.005516
82605,375.76,138.69,1524.9,0.011111
82606,312.85,1375.7,-230.05,0.0077565
82607,176.73,-940.11,-445.73,0.0057723
82608,226.6,-1177.3,-112.86,0.012488
82609,415.23,-1561.6,-395.28,0.022218
82610,208.8,92.277,-1130.2,0.0064343
82611,192.44,-1069.1,197.77,0.0099391
82612,119.23,469.25,-705.46,0.007021
82613,122.79,-135.43,849.77,0.0021976
82614,133.19,877.93,188.77,0.00080334
82615,333.24,415.92,1379.1,0.017378
82616,417.3,1551.2,-449.06,0.010941
82617,134.77,561.91,-707.61,0.0074601
82618,90.929,731.1,-62.852,0.0010069
82619,249.37,544.16,-1116.7,0.014081
82620,229.8,1189.4,-65.668,0.0030359
82621,399.92,108.57,1576.7,0.010518
82622,314.48,498.48,1306.7,0.01767
82623,410.57,-1521.4,500.48,0.018946
82624,430.2,-1605.8,-333.45,0.024611
82625,66.672,-533.54,316.23,0.0034277
82626,63.83,459.59,394.24,0.0042113
82627,387.69,-1538.8,-228.45,0.022935
82628,116.54,-816.66,-184.19,0.0063586
82629,304.24,-1333.6,335.37,0.015252
82630,255.86,-1248.5,159.41,0.014127
82631,213.61,-737.59,-878.78,0.0017322
82632,158.95,341.64,-923.6,0.0084151
82633,460.46,1365.4,1008.7,0.0157
82634,331.97,-426.89,1372.8,0.0077462
82635,311.06,-1365.5,263.92,0.016894
82636,455.93,-368.03,-1648.5,0.012122
82637,436.41,1311.6,1004.4,0.015884
82638,227.17,-613.1,1013.1,0.002916
82639,250.38,-664.26,-1052.7,0.0044288
82640,456.22,1630.7,-442.12,0.014299
82641,161.68,-201.13,972.93,0.0013333
82642,341.74,-772.24,1237.9,0.011858
82643,267.75,939.12,881.84,0.012132
82644,137.58,826.48,-388.81,0.0029583
82645,458.12,124.24,1688.6,0.012521
82646,287.6,1198.3,-591.27,0.00298
82647,318.63,393.86,-1351.7,0.016252
82648,324.83,1184.2,786.87,0.0084061
82649,94.843,-17.961,750.3,0.003488
82650,36.625,393.84,197.63,0.0032664
82651,95.284,-364.04,658.45,0.00070193
82652,121.01,815.55,253.1,0.0016645
82653,352.38,165.96,-1472.7,0.011509
82654,30.348,194.42,341.42,0.0037536
82655,38.794,-24.738,-455.31,0.00327
82656,214.08,-1089.2,-364.7,0.0090786
82657,194.73,176.17,-1079.6,0.0077021
82658,160.7,281.92,949.4,0.0080292
82659,44.554,312.05,-383.48,0.0040593
82660,321.14,-1400.7,-190.31,0.018443
82661,332.2,1145.1,870.04,0.011423
82662,61.815,508.91,308.03,0.0035551
82663,266.36,1172.2,-526.07,0.0020595
82664,232.17,1011.3,641.33,0.0059215
82665,270.83,1295.4,34.015,0.0059499
82666,255.73,-45.426,1257.5,0.0039223
82667,427.77,-1615,256.84,0.025591
82668,141.12,874.21,-304.08,0.0017467
82669,167.26,1000.9,143.82,0.00047826
82670,357.11,-1469.2,260.22,0.020259
82671,150.4,38.628,956.06,0.0046894
82672,128.29,635.03,-609.98,0.0063889
82673,357.47,1009.3,1099.9,0.019263
82674,315.71,-686.63,-1221.6,0.0096716
82675,330.2,779.16,1203.5,0.019909
82676,254.16,665.88,-1063,0.01453
82677,308.07,-702.38,1192.5,0.0090186
82678,385.89,-1251,-918.55,0.0031263
82679,155.95,141.86,964.68,0.006257
82680,151.42,-177.4,943.7,0.0016555
82681,270.12,1287.4,130.93,0.0054801
82682,77.809,571.91,358.05,0.0037548
82683,368.9,-1516.9,-0.2501,0.022841
82684,71.405,-563.24,-312.14,0.0035972
82685,399.4,963.93,-1251.1,0.024009
82686,102.15,-743.59,-238.06,0.0053817
82687,110.9,-201.32,790.3,0.0016106
82688,361.51,-1075.2,-1047.9,0.0078787
82689,281.5,1180.8,593.72,0.0032388
82690,265.24,1139.4,587.67,0.0035806
82691,221.4,-1152.5,-193.45,0.011629
82692,48.251,-384.59,346.35,0.0028218
82693,299.91,-606.4,-1223,0.0080827
82694,200.46,9.5414,1110.3,0.0047427
82695,38.373,92.085,-443.58,0.0037148
82696,168.39,586.95,827.69,0.009251
82697,193.47,-1050.3,-292.39,0.0090217
82698,389.2,211.11,1544.4,0.014168
82699,75.839,-410.55,-523.68,0.0017202
82700,427.5,-1496.5,658.08,0.014111
82701,229.55,-852.76,830.76,0.0014234
82702,344.8,1422.8,-352.07,0.007972
82703,254.66,-1122.6,-562.52,0.0067919
82704,36.583,-337.31,283.06,0.0030891
82705,185.46,-397.96,989.67,0.00089553
82706,296.26,1075.5,826.81,0.010377
82707,383.84,879.43,-1273.7,0.023545
82708,81.595,670.18,173.61,0.002004
82709,123.23,293.08,-810.77,0.0068421
82710,430.5,775.87,1445.6,0.027285
82711,57.197,566.03,64.844,0.0022555
82712,203.73,401.22,1045.3,0.010742
82713,232.39,390.63,1132.6,0.011983
82714,186.38,-548.47,918.07,0.00081723
82715,352.09,480.07,1401.4,0.019526
82716,227.46,180.01,1171.2,0.0085904
82717,344.33,1094.5,973.33,0.01519
82718,250.43,1015,720.77,0.007756
82719,81.455,-88.314,686,0.0027476
82720,432.95,1644.3,58.659,0.020329
82721,145.7,-791.09,-509.84,0.0033981
82722,252.15,-1128.8,535.22,0.0074138
82723,442.02,464.56,-1596.5,0.024303
82724,247.52,1141.7,-477.39,0.0016463
82725,465.5,141.67,-1701,0.013546
82726,239.49,468.2,-1123,0.013058
82727,236.54,1085.4,-532.47,0.0030757
82728,200.58,474.5,1004.3,0.010982
82729,153.32,169.83,-951.42,0.0065846
82730,434.36,1638.4,-178.14,0.019087
82731,81.099,-137.37,-676.22,0.0023487
82732,207.09,311.54,-1085.3,0.0099817
82733,95.818,-483.46,579.42,0.001235
82734,433.88,-805.98,1436.5,0.020567
82735,170.46,-1013.8,122,0.0092362
82736,206.34,-995.43,528.55,0.0054005
82737,419.48,1600.5,-245.27,0.016465
82738,202.46,124.57,-1109.1,0.0069283
82739,173.89,110.43,1025.8,0.0061477
82740,433.36,-1232.1,1091.7,0.0097584
82741,235.17,-1142.7,383.65,0.0099206
82742,432.67,-91.926,1642.2,0.0035209
82743,195.6,-1061.9,272.88,0.0093663
82744,368.04,1371.5,-643.82,0.002503
82745,63.208,578.76,166.54,0.0024794
82746,29.771,79.557,379.97,0.0035048
82747,457.47,1166,1226,0.025499
82748,30.35,-391.75,30.167,0.003722
82749,225.99,-1078.7,480.86,0.0073897
82750,271.77,-923.09,-912.68,0.0032201
82751,455.92,-1501,-774.4,0.010373
82752,457.67,-22.761,1692.2,0.0057822
82753,143.21,-266.72,893.76,0.0008242
82754,238.56,358.32,-1160.2,0.011889
82755,326.58,-430.4,-1359.2,0.007528
82756,213.96,-107.74,-1143.2,0.002567
82757,164.31,-884.41,-470.72,0.0047879
82758,168.29,-161.02,-1001.5,0.0017966
82759,114.86,514.75,652.11,0.0066342
82760,133.71,800.59,410.83,0.0033751
82761,276.17,-756.53,-1068,0.0059956
82762,459.63,527.35,-1611.9,0.026639
82763,202.3,609.89,934.17,0.011177
82764,48.749,-0.96637,520.61,0.003406
82765,77.751,499.71,-453,0.0046809
82766,64.444,-567.18,-221.01,0.0041048
82767,314.79,802.24,-1146.4,0.018536
82768,188.48,-1063.5,-161.07,0.00999
82769,142.85,579.42,729.36,0.0078096
82770,153.5,-269.52,-928.75,0.00075461
82771,183.68,690.45,-806.11,0.0094946
82772,180.86,-258.52,-1020.7,0.00075205
82773,207.26,-510.66,1007.6,0.0018013
82774,36.018,-63.949,-431.54,0.0031402
82775,422.46,-1447.5,738.46,0.0099581
82776,98.55,-477.07,-599.32,0.0010359
82777,347.78,787.1,1244,0.021233
82778,401.76,1088.4,1151,0.021772
82779,56.685,-27.912,-566.19,0.0032373
82780,68.094,354.85,-517.46,0.0049351
82781,334.45,-372.14,-1394.3,0.0066978
82782,434.85,950.59,-1347.4,0.027163
82783,454.64,-1676.2,187.1,0.028345
82784,438.44,1362.1,-941.57,0.012511
82785,297.17,-158,-1349.5,0.0017338
82786,163.82,630.32,776.76,0.0087046
82787,129.12,-854.33,225.2,0.0065964
82788,253.69,342.09,1205.6,0.012347
82789,192.44,1003.8,417.6,0.0020556
82790,349.41,-1458.9,-221.5,0.020186
82791,459.38,1687.5,-164.69,0.021676
82792,428.82,316.89,1606.4,0.019456
82793,265.07,-843.91,964.58,0.0040906
82794,222.05,615.04,-995.79,0.012449
82795,190.77,923.46,564.54,0.0049777
82796,80.226,-309.94,612,0.0013485
82797,141.63,-803.31,-463.3,0.0040406
82798,351.49,-1477.5,86.905,0.021402
82799,427.69,434.56,-1576.4,0.022812
82800,223.98,207.51,-1157.1,0.0090178
82801,248.95,1241.1,-9.6582,0.0043561
82802,382.2,832.6,1300.8,0.02372
82803,74.705,-517.06,410.19,0.0027085
82804,385.78,-1286.4,-867.86,0.0028499
82805,205.42,-806.21,783.84,0.00086483
82806,64.21,-605.8,45.471,0.0047971
82807,389.93,448.53,-1494.4,0.02103
82808,394.35,1481.1,-518.4,0.00693
82809,468.38,1043.2,1357.8,0.029036
82810,331.37,-1341.2,514.09,0.012746
82811,426.06,1607.3,282.85,0.016204
82812,367.04,81.506,-1510.8,0.0088573
82813,264.78,-1201.6,443.63,0.010389
82814,438,942.68,1360.4,0.027478
82815,436.48,-1495.5,702.25,0.01269
82816,390.69,285.76,1535.4,0.016732
82817,161.77,-747.72,654.63,0.001424
82818,61.54,-547.06,229.89,0.0039618
82819,214.75,698.18,914.39,0.011563
82820,107.94,658.07,-461.8,0.0045644
82821,468.7,618.65,1597.2,0.028625
82822,402.21,-714.21,1415,0.017177
82823,282.33,-1209.2,538.53,0.0089824
82824,355.33,-188.72,1476.3,0.0028312
82825,167.74,667.4,761.63,0.0086444
82826,337.28,887.5,1145.8,0.019577
82827,438.89,-1503.2,-696.58,0.013138
82828,351.17,862.87,1201.7,0.021028
82829,295.12,534.52,-1244,0.016866
82830,428.19,1603.9,323.27,0.015383
82831,58.27,-198.67,-540.3,0.002316
82832,54.093,29.982,551.38,0.0036213
82833,155.32,81.358,-969.6,0.0053941
82834,370.37,-1268.9,-836.83,0.0030812
82835,314.9,1034.2,942.83,0.014108
82836,350.1,1364.9,-564.74,0.0028055
82837,210.84,-80.034,1136.8,0.0030592
82838,235.08,93.207,1201.6,0.0069315
82839,272.21,-192.66,1284.8,0.00144
82840,74.181,-269.88,599.53,0.0016763
82841,298.48,560.09,1241.3,0.017277
82842,163.81,966.72,256.9,0.00077238
82843,417.92,-1546.2,470.42,0.020483
82844,109.65,321.63,-744.12,0.0065176
82845,122.02,793.06,-326.58,0.0024513
82846,391.53,-1427.3,638.17,0.012358
82847,417.25,1237.3,-1037.7,0.017666
82848,75.948,-659.51,-92.356,0.0051349
82849,445.58,-23.852,-1669.3,0.0056287
82850,82.651,-274.64,640.74,0.0014074
82851,439.41,560.83,1560,0.025961
82852,77.893,-94.642,-668.47,0.0027075
82853,139.41,788.03,474.19,0.0042537
82854,332.22,-323.83,1401.3,0.0054789
82855,434.54,-580.08,-1543,0.017272
82856,392.44,-1454.4,578.94,0.01481
82857,30.136,386.28,-61.747,0.003034
82858,355.69,-1251.9,-806.27,0.0034768
82859,156.47,-346.47,913.22,0.00037803
82860,276.69,-1168.3,592.81,0.007065
82861,355.65,394.03,1435.9,0.018067
82862,61.884,495.34,-330.08,0.0037377
82863,468.55,-1569.4,-685.5,0.015966
82864,417.97,116.85,-1612,0.011257
82865,271.62,1293.5,-105.46,0.0057519
82866,408.62,23.364,-1597.6,0.0071869
82867,102.66,530.9,-575.33,0.0058674
82868,188.48,-1075.4,24.425,0.010477
82869,102.95,-418.15,-663.21,0.00046053
82870,98.478,-137.45,-753.28,0.0022638
82871,188.87,664.97,846.93,0.010064
