Node Number,X Location (mm),Y Location (mm),Z Location (mm),Total Deformation (mm)
704020,164.56,-894.33,-453.28,0.0051162
704021,159.88,-887.25,-434.11,0.0052554
704022,161.41,-885.67,-448.24,0.0050729
704026,117.64,-423.49,-726.97,0.00002955
704027,119.15,-412.26,-739.91,0.000022897
704028,120.52,-432.58,-734.11,0.000014607
704029,121.13,-419.69,-744.19,0.000012814
704034,396.2,213.06,1558.4,0.014474
704035,396.45,232.59,1556.2,0.015194
704036,399.86,219.58,1565,0.01484
704039,57.21,124.69,555.99,0.0041711
704042,304.29,-1209.6,-654.35,0.0064986
704043,302.27,-1214.9,-634.47,0.007078
704044,300.08,-1206.8,-638.87,0.0068127
704046,67.166,14.697,622.56,0.0035991
704047,68.59,34.555,628.99,0.0037574
704049,380.24,-1452.9,511.89,0.016235
704050,371.61,-1430.6,521.22,0.015311
704051,375.65,-1439,522.48,0.01556
704057,332.84,-553.5,-1328.9,0.0099784
704058,327.55,-561.47,-1312.8,0.0097146
704059,335.52,-561.02,-1332.1,0.010262
704060,331.52,-570.73,-1318.4,0.010106
704063,344.35,-1227.9,-798.58,0.0032974
704064,346.45,-1225.4,-810.55,0.0030078
704065,336.67,-1211.1,-793.59,0.0031706
704066,338.1,-1207.5,-804.79,0.0028852
704068,133.62,-810.58,390.05,0.0048724
704069,130.87,-802.46,384.39,0.0048417
704070,44.941,-464.54,176.31,0.0037751
704071,44.39,-456.25,187.71,0.0037027
704074,233.86,513.8,-1086.6,0.01302
704075,239.79,525.19,-1098.4,0.013422
704076,232.74,519.96,-1080.4,0.012984
704079,413.08,-859.92,-1357.1,0.018371
704080,417.17,-859.22,-1367.1,0.018795
704081,414.22,-845.21,-1368.9,0.018577
704084,324.76,-1226.9,718.21,0.0052782
704088,199.85,-665.61,886.6,0.0014179
704089,197.77,-664.22,880.19,0.0013318
704090,200.18,-682.68,874.71,0.0013789
704091,196.55,-665.86,874.54,0.0012765
704094,140.22,204.18,899.6,0.0066431
704095,135.6,196,885.03,0.0064369
704096,135.16,207.09,880.94,0.0065348
704097,139.76,215.51,895.33,0.0067434
704100,475.97,641.92,-1602.5,0.029393
704101,471.4,632.24,-1597.3,0.028981
704105,248.48,-767.98,-973.46,0.0036925
704106,252.94,-772.93,-984,0.0039803
704107,251.49,-759.54,-989.75,0.0039835
704108,472.01,-1405.9,-989.07,0.0046533
704109,468.03,-1408.9,-971.96,0.0041778
704111,419.16,-1494.9,-620.55,0.015126
704112,424.83,-1508.2,-617.12,0.015702
704116,452.19,-1655.3,-298.61,0.026882
704120,137.21,699.78,584.99,0.0060526
704121,140.05,704.94,594.12,0.0061777
704123,205.51,329.33,-1075.4,0.010122
704124,202.78,335.48,-1065.4,0.010082
704125,200.55,312.72,-1065.7,0.0097516
704126,198.13,319.08,-1056.6,0.009732
704132,230.92,202.82,1176.8,0.00912
704133,226.97,201.4,1166.4,0.008986
704134,231.47,220.2,1175.2,0.0094605
704137,61.123,-402.98,432.54,0.0023653
704138,60.288,-391.69,436.77,0.0023382
704139,57.421,-393.5,413.73,0.002477
704145,229.15,-297.09,-1151.8,0.0014523
704146,232.81,-278.56,-1166.4,0.0013697
704147,235.02,-291.2,-1169.3,0.0015435
704151,300.62,-1006.9,924.22,0.0036856
704155,278.14,1184,568.89,0.0026897
704156,274.8,1168.6,582.05,0.0031316
704157,279.63,1183.8,577.47,0.0028626
704161,170.55,-715.99,728.46,0.00067821
704162,169.1,-705.1,732.75,0.00063096
704163,174.22,-711.36,748.67,0.00060099
704164,175.19,-721.18,743.38,0.0006337
704168,69.035,-594.77,-214.24,0.0043034
704169,65.717,-580,-205.45,0.0042451
704170,67.616,-585.78,-217.99,0.0042291
704174,183.71,-1056.5,102.97,0.010017
704175,180.97,-1049.1,94.032,0.0099058
704181,211.44,481.08,1035,0.011595
704182,219.17,488.55,1054.9,0.012061
704183,216.58,480.13,1051,0.011874
704184,213.42,491.01,1036.4,0.01175
704188,204.19,466.25,1019.4,0.011137
704189,206.39,482.27,1018.8,0.011322
704190,209.53,486.2,1026.7,0.011512
704191,206.86,466.19,1027.7,0.011278
704193,65.695,-1.7147,615.2,0.0034639
704194,64.026,1.0102,606.54,0.0034776
704196,297.39,-1117.6,773.65,0.0024304
704197,302.31,-1114.2,798.33,0.0020119
704198,303.93,-1126.1,787.93,0.0022697
704201,112.47,-721.4,393.21,0.004014
704202,114.47,-720.35,410.88,0.0038467
704203,112.15,-712.33,406.94,0.0038228
704204,110.34,-710.02,396.73,0.0038973
704208,56.347,170.83,-538.54,0.0043367
704209,56.889,146.01,-548.93,0.0042581
704212,383.16,-882.31,-1270,0.015028
704213,384.32,-893.22,-1265.3,0.014997
704214,392.2,-899.76,-1280.3,0.015738
704215,391.64,-889.83,-1285.8,0.01582
704218,406.13,803.13,1375.5,0.025561
704219,415.36,805.1,1395.5,0.026241
704223,148.13,545.55,776.87,0.0082765
704224,151.63,543.49,792.44,0.0084744
704225,153.26,552.74,792.56,0.0085321
704226,262.72,-766.1,-1020.2,0.0047943
704227,266.14,-767.38,-1029.8,0.0050605
704228,270.26,-782.15,-1031.4,0.0052655
704231,267.25,594.19,1141.7,0.015414
704232,266.31,572.88,1149.9,0.01527
704233,263.17,585.26,1134.9,0.015109
704234,269.32,580.5,1154.4,0.015502
704240,385.38,447.11,1485.1,0.020751
704241,382.79,460.13,1475.6,0.020862
704242,375.88,451.35,1463.4,0.02032
704243,376.99,440.62,1469.1,0.020169
704244,385.77,457.21,1482.9,0.02097
704251,81.05,5.4535,689.78,0.0036235
704253,345.86,-49.009,-1467.1,0.0041324
704254,342.02,-52.744,-1458.7,0.0040072
704255,348.79,-63.636,-1472.9,0.0037056
704257,322.61,1277.4,-612.87,0.0025224
704258,319.77,1268.5,-616.69,0.0026888
704259,323.49,1271.2,-630.1,0.0029406
704260,320.43,1265.8,-625.57,0.0029066
704262,418.66,-1512.8,572.76,0.017021
704263,422.64,-1522.1,570.17,0.01743
704264,418.26,-1518.4,555.29,0.017647
704266,148,947.5,50.729,0.000026743
704267,146.6,943.2,42.81,0.000014573
704271,163.17,-624.33,-778.94,0.00042414
704272,166.23,-643.24,-775.99,0.000469
704273,168.52,-645.64,-783.31,0.00049957
704277,149.25,-159.12,939.64,0.0018874
704278,149.28,-147.91,941.56,0.0020285
704279,154.05,-162.5,955.12,0.0018265
704284,342.22,-1195.6,-838.11,0.0022812
704285,343.48,-1191.2,-848.98,0.0022031
704287,125.03,-341.79,-798.64,0.00035476
704288,125.84,-323.69,-809.33,0.00048391
704289,122.09,-323.35,-794.67,0.00050351
704290,123.73,-318.39,-803.16,0.00053215
704294,333.93,-1277.5,-668.8,0.0075592
704295,327.11,-1261.5,-666.81,0.007257
704296,330.92,-1276.5,-656.2,0.0078622
704297,327.11,-1268.5,-653.45,0.0077509
704300,238.75,-688.06,1001.2,0.0035115
704301,244.65,-687.93,1019.8,0.0039294
704302,246.52,-698.87,1018.1,0.0040158
704306,433.19,-549.68,-1551.3,0.016414
704307,427.68,-529.42,-1547.1,0.015547
704308,426.3,-537.44,-1541.5,0.015674
704313,80.007,-427.74,-535.02,0.0016081
704314,82.267,-433.63,-543.61,0.0015304
704320,344.74,-683.29,-1296.5,0.012099
704321,352.01,-703.14,-1303.6,0.012799
704322,347.98,-704.34,-1293.2,0.012457
704323,343.74,-689.83,-1290.6,0.012045
704325,452.43,1654.4,-306.06,0.017939
704327,108.5,-141.96,793.53,0.0021718
704328,104.25,-128.29,778.74,0.0023269
704329,109.24,-133.49,797.97,0.0022542
704330,103.33,-135.46,773.78,0.0022607
704335,85.306,687.61,-173.23,0.0018958
704336,88.31,698.37,-184.78,0.0018988
704337,84.164,680.82,-179.02,0.0019711
704338,84.757,681,-188.6,0.0020236
704339,86.822,689.63,-191.93,0.001993
704340,311.86,-1276.5,556.6,0.01015
704341,305.44,-1257.2,563.98,0.0095456
704347,145.89,347.29,-875.39,0.0079542
704348,146.33,336.75,-881.11,0.0079129
704349,141.99,330.96,-867.57,0.0077187
704352,364.94,-685.58,-1343.8,0.013804
704353,369.42,-676.11,-1359.1,0.014101
704354,361.39,-675.39,-1340.6,0.013436
704356,278.84,1210,-515.69,0.001651
704357,273.01,1195.9,-512.69,0.0016927
704358,273.31,1193.1,-520.9,0.001811
704363,82.514,-70.071,692.96,0.0029193
704364,84.266,-61.886,701.7,0.0029979
704367,26.956,-76.341,356.42,0.0032118
704368,27.771,-83.114,362.11,0.0031847
704369,472.05,-401.82,-1671.4,0.01406
704372,147.33,847.95,420.78,0.0032173
704373,144.98,831.6,435.44,0.0035009
704374,143.08,830.36,423.85,0.0033606
704379,29.7,-34.381,-386.1,0.0032822
704380,30.861,-39.781,-395.01,0.0032586
704381,29.919,-55.752,-385.4,0.0032254
704387,57.103,-391.4,-413.28,0.0024783
704388,58.71,-379.07,-436.45,0.0023431
704389,57.093,-372.4,-430.41,0.0023833
704390,56.201,-374.6,-421.85,0.0024323
704395,175.07,-273.27,998.64,0.00067438
704396,175.48,-282.52,997.36,0.00063659
704397,173.2,-287.07,988.79,0.00061476
704400,395.74,1356,795.31,0.0065396
704401,396.98,1348.5,812.73,0.0072978
704405,351.01,1404.8,462.69,0.0056239
704406,354.55,1417,449.58,0.0062311
704407,350.7,1410.9,441.59,0.0061826
704408,346.44,1399.4,447.67,0.0057281
704410,250.48,988.3,757.24,0.0087874
704411,253.19,1005,746.51,0.0084531
704412,248.22,996.23,737.07,0.0082517
704413,242.87,399.82,1158.4,0.012589
704414,239.34,401.48,1148.2,0.012435
704415,241.58,382.84,1160.7,0.012332
704416,238.68,384.98,1152,0.012219
704418,241.18,-588.17,1070.1,0.0038161
704419,236.76,-586.09,1058.1,0.0035246
704420,243.03,-605.29,1066.1,0.003948
704421,239,-602.97,1055.3,0.0036788
704424,175.9,1019,197.27,0.00060117
704425,178.52,1030.3,179.64,0.00067485
704430,279.3,25.226,-1316.1,0.0058782
704431,271.86,19.666,-1298.2,0.0056576
704434,242.01,1152.5,-410.1,0.0011651
704435,248.46,1171.2,-406.99,0.001302
704436,241.86,1157.1,-395.65,0.0012158
704439,145.61,792.78,-506.59,0.0046891
704444,265.91,-80.561,1281.2,0.0031089
704445,263.35,-63.175,1275.8,0.0035176
704446,260.48,-67.834,1268.4,0.0034002
704451,80.054,-281.87,624.55,0.0014447
704452,79.344,-290.49,616.95,0.0014349
704453,82.974,-304.23,628.86,0.0012717
704454,84.16,-299.87,636.89,0.0012502
704455,83.509,-291.15,637.69,0.0013049
704457,90.417,203.88,-702.6,0.0053615
704458,86.356,195.81,-686.39,0.0052078
704459,90.296,213.99,-699.04,0.0054175
704463,126.3,687.57,538.5,0.0054539
704464,124.49,696.34,516.09,0.0051421
704465,123.26,680.65,529.28,0.0053477
704469,219.81,-1056.5,-489.3,0.006881
704470,217.99,-1056.2,-478.1,0.0070348
704474,391.03,948.61,-1241.6,0.023465
704475,387.16,937.61,-1240,0.023257
704476,393.02,935.64,-1256.4,0.02378
704477,396.41,946.65,-1256.7,0.023951
704480,439.46,1012.8,1312.5,0.026887
704481,434.94,1010.9,1303,0.026516
704487,214.64,-1134.6,-188.34,0.011266
704488,211.9,-1123.9,-205.6,0.010953
704489,210.75,-1123.4,-190.1,0.011022
704490,214.53,-1131,-207.41,0.011092
704491,216.51,-1137.4,-202.36,0.011256
704494,193.34,-417.36,1006.8,0.0011572
704495,194.49,-401.82,1016.7,0.0011617
704496,190.55,-412.48,999.98,0.0010621
704502,197.01,-434.61,1011,0.0013156
704503,191.79,-423.26,999.4,0.0011177
704504,193.07,-432.28,999.63,0.0011737
704507,464.54,1064.8,1331.8,0.028395
704508,458.46,1063.3,1318.4,0.027862
704509,462.78,1067.9,1325.1,0.028186
704510,457.3,1055.2,1322.2,0.02788
704513,401.45,-1454.4,626.32,0.01357
704514,400.86,-1444.5,645.74,0.012702
704515,405.64,-1455.8,643.94,0.013124
704519,273.97,-44.362,1302.7,0.0040194
704520,272.58,-31.87,1299.7,0.004333
704521,266.64,-46.033,1284.7,0.0039487
704525,148.65,-181.43,-933.54,0.0016228
704526,142.93,-181.36,-913.92,0.0016529
704527,149.44,-191.38,-934.26,0.0015057
704528,145.58,-195.45,-920.19,0.001483
704532,130,876.35,134.98,0.00048156
704533,126.92,865.86,130.24,0.00050418
704534,128.39,873.29,115.55,0.00038505
704535,130.4,880.58,115.39,0.00035355
704541,477.76,-1404.8,-1008.9,0.0053418
704543,477.03,-1378.9,-1041.8,0.0068721
704544,477.04,-1368.4,-1055.5,0.0075661
704545,471.93,-1366.8,-1042.2,0.0069755
704549,325.6,305.31,1390.4,0.014667
704550,318.58,299.46,1375.6,0.014252
704551,316.67,307.75,1369.3,0.014369
704556,408,-1282.7,950.54,0.0038913
704557,403.26,-1274.5,945.85,0.0037802
704558,407.28,-1294.9,931.49,0.0033472
704563,317.36,-953.98,1031.6,0.006779
704568,312.73,-1196.5,-716.38,0.0047858
704569,315.56,-1194.5,-732.04,0.0043793
704570,312.47,-1190.8,-724.72,0.0044938
704573,309.11,-1212.5,-672.08,0.0061266
704574,306.14,-1202.4,-676.24,0.0058412
704579,96.483,-508.1,561.71,0.0014538
704580,100.4,-513.86,578.35,0.0013175
704581,99.39,-503.43,581.95,0.0012558
704585,315.29,-1230.4,668.74,0.0065623
704590,386.97,1548.8,130.24,0.015359
704591,382.9,1541,123.28,0.015064
704592,377.87,1530,130.19,0.014533
704595,115.09,-713.66,427,0.003655
704596,112.76,-705.72,422.89,0.0036351
704599,301.42,-217.13,-1351.3,0.0021453
704600,300.31,-201.82,-1351.1,0.0019093
704601,304.66,-217.31,-1358.8,0.0022199
704602,304.75,-200.61,-1361.6,0.0019773
704604,102.07,-697.05,351.01,0.0041958
704607,450.38,1482.8,-786.76,0.0044036
704608,450.81,1475.5,-802.08,0.0049527
704609,447.6,1468.6,-802.07,0.0050473
704610,444.15,1464.4,-796.13,0.0049111
704613,150.09,684.83,-666.76,0.0072451
704614,152.44,683.8,-678.91,0.0074242
704615,154.93,694.47,-679.67,0.0074555
704616,151.96,693.25,-666.97,0.0072611
704617,401.45,-1463.2,605.41,0.014433
704618,396.95,-1452.4,607.75,0.014006
704622,313.56,-1160.1,777.4,0.0028507
704623,316.65,-1162.9,785.64,0.0027163
704625,251.41,-1127.8,-533.11,0.007426
704626,253.22,-1128,-543.15,0.0072504
704627,246.77,-1112.4,-537.74,0.007067
704629,270.69,-1207.3,469.66,0.010126
704630,262.31,-1190,457.13,0.0099273
704631,267.1,-1196.6,472.98,0.0098341
704634,197.42,1092.8,139.96,0.0013091
704635,195.1,1085.6,142.97,0.0012178
704639,472.65,-1050.2,-1362.3,0.021682
704640,478.24,-1044.6,-1379.6,0.022499
704641,477.53,-1060.1,-1366.1,0.021981
704644,143.13,277.64,-890.14,0.0073996
704645,147,300.37,-896.52,0.0077017
704646,143.88,294.68,-887.32,0.0075524
704649,270.42,394.27,-1233.3,0.013885
704650,268.46,404.62,-1224.9,0.013918
704651,274.98,403.05,-1242.2,0.01424
704652,273.98,410.78,-1237.1,0.014288
704655,151.44,-766.36,-578.62,0.0024147
704656,153.09,-780.89,-568.18,0.0026383
704657,149.78,-773.81,-559.33,0.0026929
704658,148.13,-759.47,-569.51,0.0024763
704661,468.47,-951.52,-1423.7,0.023326
704662,460.55,-948.25,-1408.2,0.022493
704663,465.37,-941.75,-1423.3,0.023121
704664,467.22,-955.96,-1418,0.023119
704665,461.89,-942.34,-1415.2,0.022727
704666,464.06,-954.9,-1411.6,0.022782
704670,317.09,-1302.7,524.75,0.011465
704671,325.38,-1322.5,525.48,0.011983
704672,322.72,-1318.8,518.6,0.012026
704675,312.46,-1142.2,799.02,0.0022518
704676,309.32,-1139.2,790.76,0.0023544
704677,311.21,-1149,784.13,0.0025819
704678,314.29,-1151.9,792.34,0.0024616
704680,121.22,850.52,84.504,0.00026684
704681,125.28,865.02,89.462,0.00024592
704682,125.14,863.49,98.668,0.00032069
704684,268.82,634.82,1124,0.015619
704685,272.19,623.78,1139.6,0.015832
704686,268.04,614.59,1133,0.015527
704689,41.194,-471.28,-32.113,0.0040201
704690,41.494,-473.83,-22.762,0.0040361
704695,304.33,645.67,1214.4,0.018102
704696,305.93,642.63,1220.1,0.018209
704698,169.1,1016.4,31.967,0.00030649
704699,169.59,1017.6,41.953,0.00034097
704703,364.9,-1508.4,-17.107,0.022548
704704,372.71,-1524.8,-14.871,0.023108
704705,372.66,-1524.6,-23.321,0.023099
704706,365,-1508.5,-26.453,0.022546
704709,442.5,-1235.4,-1114.2,0.010795
704710,452.29,-1242.5,-1134,0.01171
704713,379.27,-70.718,1536.8,0.0036235
704714,388.06,-64.543,1555.1,0.0038434
704717,228.63,-941.52,724.66,0.0016974
704718,229.91,-952.05,716.43,0.0018947
704719,233.25,-956.02,725.87,0.0017831
704720,231.39,-943.82,733.66,0.0015894
704721,335.42,-1247.7,-729.3,0.0053742
704722,341.28,-1266.7,-721.94,0.0059404
704723,342.96,-1264.3,-733.58,0.0055794
704724,333.89,-1250.6,-717.72,0.0057295
704727,430.15,1639.7,28.607,0.020185
704728,438.79,1656.3,27.797,0.021031
704729,439.87,1658.2,37.589,0.021105
704730,437.36,1653.2,43.418,0.020835
704733,53.219,-226.05,498.27,0.0023543
704734,52.164,-239.38,485.16,0.0023548
704735,51.287,-217.92,489.52,0.0024191
704736,50.303,-230.81,477.09,0.0024172
704739,54.001,-153.47,529.88,0.0025648
704740,55.39,-169.59,533.27,0.0024801
704743,72.291,554.25,-336.3,0.0036276
704744,76.062,575.97,-335.35,0.0035604
704745,75.653,569.41,-342.62,0.0036368
704747,429.69,1638.8,-31.241,0.020132
704748,429.69,1638.5,-43.48,0.020088
704749,438.68,1655.8,-43.198,0.020966
704752,194.68,953.36,536.09,0.0042639
704753,193.89,958.05,522.92,0.0039914
704754,196.87,966.53,525.34,0.003967
704756,187.83,532.15,932.56,0.010457
704757,189.82,521.18,945.44,0.010556
704758,186.31,511.89,938.71,0.010356
704761,450.67,-1145.4,1227.9,0.01578
704762,451.17,-1163.9,1211.7,0.015111
704763,456.57,-1165.5,1224.2,0.015708
704766,370.7,-936.63,-1198,0.012795
704767,369.25,-928.78,-1200.3,0.012794
704768,365.13,-935.71,-1183.9,0.012217
704769,368.47,-939.82,-1189.5,0.012491
704770,365.75,-923.58,-1195,0.012521
704773,345.43,-385.24,1415.5,0.0075114
704774,349.71,-374.75,1427.9,0.0074569
704775,353.89,-383.1,1435,0.0078571
704776,348.33,-391.78,1420.2,0.0078037
704777,394.12,649.57,1427.9,0.02411
704778,389.21,649.9,1416.8,0.023789
704782,192.33,739.67,-796.41,0.0095262
704783,191.82,747.14,-787.37,0.0093856
704784,197.51,759.13,-798.74,0.0096342
704789,184,-1022.8,-287.24,0.0086017
704790,189.06,-1041.2,-276.6,0.0089804
704791,187.99,-1033.2,-293.81,0.0087254
704792,185.75,-1032.4,-271.55,0.0088675
704794,70.003,-397.73,-497.59,0.0019359
704795,71.876,-403.14,-505.11,0.0018793
704796,70.295,-385.66,-508.82,0.0018671
704799,368.35,368.05,1470.4,0.018103
704800,374.56,366.49,1484.1,0.01837
704803,215.46,1025.7,-525.32,0.0034935
704804,209.61,1012.6,-515.4,0.0034259
704805,212.97,1017.3,-526.68,0.0035847
704806,212.27,1022.2,-512.68,0.0033031
704808,54.971,-190.34,-523.69,0.0024157
704809,53.053,-190.43,-511.92,0.0024555
704810,54.49,-208.72,-513.68,0.0023696
704814,389.82,-1167.6,-1034.6,0.0074227
704815,394.4,-1186,-1027.6,0.0071107
704816,393.58,-1171.3,-1041.9,0.0077175
704817,388.6,-1171.6,-1026.4,0.0070865
704820,235.4,1152.6,-354.89,0.0013425
704821,237.9,1153,-375.53,0.0012482
704822,234.37,1145.3,-369.15,0.0011977
704825,174.04,-1021,151.72,0.0092673
704826,177.76,-1034.2,139.02,0.0095353
704831,338.29,-1403.5,-370.43,0.016929
704832,342.37,-1415.9,-357.82,0.017488
704833,341.65,-1410.4,-372.77,0.017122
704834,338.28,-1406.2,-359.8,0.01715
704836,261.49,-978.71,-813.67,0.001391
704837,264.12,-969.03,-835.22,0.001659
704838,266.92,-980.96,-831.89,0.0016131
704842,38.375,-158.43,424.45,0.0028392
704846,154.62,-749.29,-617.16,0.001856
704847,157.05,-743.77,-636.02,0.0016068
704848,157.37,-753.8,-625.69,0.0017787
704849,154.64,-734.47,-634.82,0.0015765
704850,152.54,-733.17,-625.76,0.0016729
704854,314.32,-947.38,-1028.2,0.0066374
704855,310.36,-943.8,-1019.3,0.0063295
704856,314.92,-960.13,-1018.3,0.0063885
704861,401.45,-1471.7,584.49,0.015265
704862,401.36,-1480.1,562.41,0.016089
704863,405.76,-1482.1,581.39,0.015707
704864,396.95,-1468.2,568.67,0.015531
704868,311.55,1212.5,-683.53,0.005012
704869,315.63,1224,-681.98,0.0048301
704870,312.43,1222.8,-669.15,0.0045086
704871,308.39,1211.7,-670.22,0.0046751
704874,115.16,-830.46,49.148,0.0068483
704875,113.68,-823.36,69.297,0.0067535
704876,112.99,-821.94,52.652,0.006751
704879,316.43,-1115.3,851.06,0.0019571
704880,311.37,-1115.4,831.97,0.0018307
704881,317.06,-1122.9,843.44,0.0019052
704882,309.65,-1104.5,839.88,0.0018333
704886,184.1,1052.5,-146.64,0.00086246
704887,181.1,1044.8,-136.57,0.00078707
704893,430.05,-671.93,1495.8,0.018879
704894,438.82,-670.2,1515,0.01952
704895,439.46,-679.19,1512.3,0.019732
704896,433.17,-679.19,1499.1,0.019244
704900,430.17,-1630,-180.62,0.026573
704901,435.24,-1637.7,-199.33,0.026781
704902,440.23,-1647.8,-194.89,0.027196
704906,128.94,798.16,-377.35,0.0029958
704907,131.15,797.29,-397.26,0.0032353
704909,403.36,-184.33,-1576.6,0.003852
704916,154.76,770.6,-591.08,0.0060222
704918,157.43,591.97,780.83,0.0085754
704919,162,592.3,798.9,0.008843
704922,424.79,-303.88,-1601,0.0085122
704923,433.66,-308.91,-1617.5,0.0090436
704924,433.61,-297.88,-1619.4,0.0086418
704929,183.59,-1059.9,50.245,0.010166
704930,178.2,-1043.8,47.614,0.0098843
704931,178.01,-1042.7,57.343,0.0098554
704934,367.23,-1451.8,427.31,0.01775
704937,316.85,1241.7,-655.06,0.0039085
704938,312.77,1230.6,-656.35,0.0040844
704939,312.45,1237.3,-641.93,0.0036441
704940,308.88,1227.2,-643.8,0.0038189
704941,269.61,654.55,1114.9,0.015677
704942,265.25,644.63,1108.2,0.015373
704947,150.49,581.16,760.5,0.008237
704948,144.02,568.15,743.18,0.0079426
704949,145.39,564.67,751.61,0.0080382
704950,149.7,586.26,753.24,0.0081615
704955,163.88,-391.73,-920.63,0.00040733
704956,158.76,-389.63,-903.72,0.00032235
704959,261.77,1165.3,513.65,0.0019382
704960,267.81,1176.4,525.36,0.002011
704961,265.23,1176.2,510.13,0.0018003
704962,264.8,1167.4,527.37,0.0021251
704963,342.51,-745.32,-1256.2,0.012011
704964,346.31,-756.06,-1259.4,0.012336
704965,347.41,-739.28,-1272.1,0.012458
704966,350.76,-751.22,-1273.4,0.012751
704970,153.78,752.22,-609.2,0.0063465
704974,188.64,550.45,924.66,0.010497
704975,186.1,542.28,920.76,0.010359
704980,94.109,-70.409,-744.09,0.0029305
704981,92.275,-77.638,-735.51,0.0028488
704982,96.626,-84.071,-753.34,0.0027919
704983,94.582,-92.78,-743.65,0.0026966
704987,69.066,-506.17,379,0.0029076
704988,70.318,-512.82,380.53,0.0029194
704989,67.315,-506.32,363.85,0.0030104
704990,68.445,-515.19,361.24,0.0030613
704991,70.822,-519.23,376.01,0.0029749
704992,222.28,-837.4,-818.55,0.0012373
704993,220.38,-837.36,-811.22,0.0011518
704998,49.321,412.37,323.44,0.0038085
704999,51.072,428.45,319.67,0.0037743
705000,48.197,410.91,314.14,0.0037578
705001,49.372,424.78,307.49,0.0037087
705007,232.73,0.8224,1199,0.0048418
705008,236.8,-2.376,1209.7,0.0048052
705009,233.02,19.105,1199.6,0.0052485
705011,452.89,1227.2,1152.3,0.022799
705012,450.71,1216.9,1157.1,0.022959
705013,445.64,1210.4,1150,0.022612
705016,152.33,733.07,-624.81,0.0066233
705017,155.14,743.97,-626.17,0.0066336
705023,394.46,1511.7,421.84,0.0099727
705024,389.34,1506.4,401.59,0.01014
705025,390.29,1501.7,426.08,0.0095309
705027,277.23,-1277.1,297.98,0.014038
705029,228.52,38.252,1187.2,0.0056238
705030,224.98,56.549,1177,0.0059753
705031,228.03,54.159,1185.2,0.0059643
705032,224.48,39.481,1176.3,0.005605
705034,82.209,-688.48,-95.794,0.0053651
705035,81.589,-687.21,-83.596,0.0053746
705036,86.341,-707.48,-94.072,0.0055331
705037,85.341,-704.31,-83.517,0.005522
705039,353.61,-1079.3,-1019.3,0.0068328
705040,349.85,-1066.4,-1021.3,0.006883
705041,347.97,-1078.9,-1002.2,0.0062205
705042,345.01,-1068.2,-1004.2,0.0062818
705046,215.73,-638.61,-960.18,0.0022297
705047,213.79,-623.09,-963.96,0.002134
705048,208.59,-618.88,-949.45,0.0018683
705049,211.13,-619.75,-957.35,0.0019958
705051,205.69,-1009.2,-497.7,0.0060236
705055,384.64,192.34,1537.5,0.013337
705056,380.62,184.12,1530.2,0.012917
705057,380.58,207.89,1527,0.013769
705058,376.18,198.36,1519.2,0.013295
705061,415.12,1262.3,1000.3,0.015958
705062,411.3,1257.3,994.54,0.015728
705063,415.83,1276.4,984.54,0.015192
705067,242.15,-325.28,-1179.6,0.0021227
705069,368.88,-772.45,-1305.4,0.014391
705070,365.46,-747.88,-1311.4,0.014086
705071,363.26,-753.55,-1302.8,0.013889
705072,370.95,-763.91,-1315.5,0.01459
705073,370.33,-757.11,-1317.9,0.014534
705075,69.808,343.38,535.39,0.0050215
705076,72.601,338.19,554.87,0.0051379
705077,73.012,348.01,551.14,0.0051466
705078,71.563,349.18,541.99,0.0050862
705080,74.96,-599.98,277.93,0.0040143
705081,71.317,-582.92,272.62,0.0039425
705082,74.547,-602.41,267.76,0.0040896
705084,331.44,-1009.6,-1021.8,0.0067419
705085,327.42,-1007.3,-1011.6,0.0063877
705086,336.17,-1027.2,-1018.9,0.0067045
705088,106.95,624.78,499.71,0.0050744
705089,111,647.52,496.4,0.005001
705090,108.52,639.24,491.26,0.004955
705092,130.42,821.86,-336.76,0.0023935
705096,300.55,-117.38,1361.5,0.0023032
705097,296.43,-122.25,1351.5,0.0022073
705098,296.9,-100.36,1354.4,0.0026714
705099,294.36,-105.11,1348.1,0.0025628
705101,334.35,-1379.5,-423.01,0.015458
705102,339.1,-1389,-427.57,0.015684
705103,341.11,-1397.9,-413.07,0.016177
705104,334.72,-1384.6,-408.9,0.015819
705107,397.44,1359.2,-796.62,0.0065392
705108,405.63,1378.5,-796.09,0.0062241
705109,402.01,1374.9,-787.71,0.0059755
705113,74.512,225.19,619.41,0.0050113
705114,73.854,217.4,618.82,0.0049634
705115,76.436,226.84,628.58,0.0050738
705116,76.679,219.14,632.53,0.0050513
705119,214.96,-1149.2,-65.832,0.011937
705120,209.62,-1134.9,-55.388,0.011633
705121,213.17,-1144.7,-56.082,0.011851
705124,404.85,117.05,-1586,0.010968
705125,403.59,105.09,-1584.3,0.010459
705126,410.09,100.02,-1597.6,0.010386
705130,437.51,-1250.3,1083,0.0093306
705131,446.27,-1256.7,1101,0.010147
705132,441.86,-1245.7,1100.9,0.010158
705133,440.81,-1259.6,1081.8,0.0092573
705138,322.02,-1300.3,559.53,0.010679
705139,331.59,-1322.8,560.97,0.011243
705141,474.51,1237.6,1199.6,0.024973
705142,478.55,1244.3,1203.4,0.025189
705147,422.53,1602.2,-272.13,0.016148
705148,426.57,1612.3,-258.99,0.016801
705149,420.28,1599.5,-261.59,0.016187
